PartNo,Description,Logic,Category
GH98-46781A,ASSY HINGE-FOLDING MODULE
GH67-05129A,RUBBER-DUST COVER
GH64-08550A,DECORATION-CAP HOUSING_MIM
GH82-32916A,"A/S REPAIR KIT-HINGE,SM-F926B"
GH98-47511A,ASSY HINGE-FOLDING MODULE
GH82-31516A,"A/S REPAIR KIT-OLED(COMM),SM-A546;SM-A54"
GH42-06462A,"ANTENNA-MAIN_SM-G770F;02036493-07055,SM-"
BN94-16862G,ASSY PCB OC;QAQN900A
BN96-53104A,ASSY STAND P-COVER TOP LEFT
DA97-21261K,ASSY CASE WATER FILTER
BN96-53106C,ASSY STAND P-COVER TOP RIGHT
DG94-00743A,"ASSY-PARTITION;NV6786BNESR,NEO PJT"
BN59-01385B,"REMOCON-ECO SMART CONTROL;2022 TV,SAMSUN"
GH02-24794A,TAPE DOUBLE FACE-BATTERY
GH61-12705C,CASE-TRAY SIM DUAL DUMMY_ZD
GH63-10283C,COVER CASE-GLASS BACK (GLOBAL/GLD)
GH82-32095A,"SVC PBA-MAIN(SVC/COMM),SM-R960,16GB"
GH96-13878A,KEY FPCB-SIDE_SM-A426B
GH97-15175B,SVC ASSY TAB
GH98-47715E,ASSY SIM TRAY-ZK
GH98-47715G,ASSY SIM TRAY-AD
GH82-11572A,"A/S REPAIR KIT-OCTA R/KIT;SM-G930F,SER,S"
GH82-33012A,A/S ASSY-FKM HOLE STRAP BLACK
GH82-33133E,"SVC FRONT MODULE-FRAME(E/ZU),SM-F731;SM-"
GH81-23516A,SVC JDM-TAPE BATTERY_SM-A145_SVC
GH96-15066C,ASSY US FP-SM-M336B_KHAKI GREEN
GH98-46686B,ASSY KEY-ECG_ZS
GH98-46685B,ASSY KEY-BIA_ZS
GH96-15066B,ASSY US FP-SM-M336B_BROWN
GH98-46916B,ASSY CASE-REAR-M52_LB
GH98-46916B,
GH02-19074A,TAPE DOUBLE FACE-PC WP
GH98-47798A,ASSY CASE-FPCB PLATE BTM
GH98-47797A,ASSY CASE-FPCB PLATE TOP
GH59-15592A,CON TO CON FPCB-SM-F721U
GH59-15579A,CON TO CON FPCB-FRC_SM-F721U
GH82-32824A,"A/S REPAIR KIT-CTC FPCB,SM-F721"
GH96-15110B,ASSY US FP-SM-M536B FPM_BROWN
GH96-15110A,ASSY US FP-SM-M536B FPM_BLUE
GH81-24722A,A/S-B2_REPAIR KIT-BACK GLASS
GH82-31291A,"SVC PBA-MAIN(SVC/COMM),SM-A546B_256_8"
GH82-31628A,SVC COVER ASSY-REAR_R965F_COMM1_VN
GH82-32976A,"A/S CH SET-SM-R400NZAADBT(RIGHT),VARTA"
GH82-32974A,"A/S CH SET-SM-R400NZAADBT(LEFT),VARTA"
GH82-32909A,"A/S REPAIR KIT-DISPLAY,SM-F711B"
GH82-32911A,"A/S REPAIR KIT-HINGE,SM-F711B"
GH59-15482A,UNIT-B2 FRC (SM-F711U)
GH59-15641A,CON TO CON FPCB-SM-F711U
GH82-32910A,"A/S REPAIR KIT-CTC FPCB,SM-F711B"
GH98-46773A,ASSY BRACKET-FPCB PLATE TOP
GH98-46774A,ASSY BRACKET-FPCB PLATE BTM
GH67-05104A,RUBBER-FPCB 2ND
GH81-20860A,SVC JIG-OPENNING TOOL(S)_BLACK_HARD;SVC
GH81-22815A,SVC JIG-OPENNING TOOL(S)_WHITE_SOFT;1355
GH81-22816A,SVC JIG-OPENNING TOOL(L)_WHITE_SOFT;1355
GH81-11902H,"SVC JIG-DISASSEMBLE JIG;RG-513,COMMON,SV"
GH82-33133A,"SVC FRONT MODULE-FRAME(E/ZA),SM-F731"
GH98-47547E,ASSY CASE METAL-HINGE HOUSING_ZK
GH82-28900A,SVC COVER ASSY-B/C_M536_ZB_UKCA
GH98-46779A,ASSY DECO-FRONT SUB
GH82-33413C,"SVC FRONT MODULE-FRONT(ZV),SM-S926B"
GH82-33413A,"SVC FRONT MODULE-FRONT(ZK),SM-S926B"
GH82-33275B,SVC COVER ASSY-B/G_S926_ZA_UKCA
GH82-33349C,SVC COVER ASSY-B/G_S928_ZY_UKCA
GH82-33349F,SVC COVER ASSY-B/G_S928_LB_UKCA
GH82-33275D,SVC COVER ASSY-B/G_S926_ZY_UKCA
GH82-33399C,"SVC FRONT MODULE-FRONT(ZY),SM-S928B"
GH82-33349E,SVC COVER ASSY-B/G_S928_LG_UKCA
GH82-33349G,SVC COVER ASSY-B/G_S928_ZO_UKCA
GH82-33418E,"SVC FRONT MODULE-FRONT(LG),SM-S921B"
GH96-16507A,IF SUB PBA ASSY-SM-S921B
GH82-33275E,SVC COVER ASSY-B/G_S926_LG_UKCA
GH82-33275F,SVC COVER ASSY-B/G_S926_LB_UKCA
GH82-33275G,SVC COVER ASSY-B/G_S926_ZO_UKCA
GH82-33413E,"SVC FRONT MODULE-FRONT(LG),SM-S926B"
GH82-33413F,"SVC FRONT MODULE-FRONT(LB),SM-S926B"
GH82-33413G,"SVC FRONT MODULE-FRONT(ZO),SM-S926B"
GH82-33338A,"A/S REPAIR KIT-B/C(COMM),SM-S926;SM-S926"
GH82-27520G,"SVC ASSY SMT-OCTA(E/LV)SM-S901B,WWA"
GH96-14755B,ASSY METAL FRONT UNIT-SUB-OPEN_ZW
GH98-46697E,ASSY STRAP-RUBBER HOLE_SM_ZW
GH98-46695E,ASSY STRAP-RUBBER BUCKLE_ZW
GH82-32918A ,"A/S REPAIR KIT-HINGE,SM-F936B"
GH96-15615A ,ASSY OLED-7.6'' QXGA+ UB F936 BLK WO L P
GH82-32917A ,"A/S REPAIR KIT-DISPLAY,SM-F936B"
GH02-24250A ,TAPE DOUBLE FACE-DUST SHEET
GH67-05462A ,RUBBER-DUST COVER_V4
GH02-24226A ,TAPE GASKET-SWEEPER-FRONT
GH98-47663A,ASSY CASE METAL-HINGE HOUSING
GH82-29454A ,A/S REPAIR KIT-SUB UB(COMM)SM-F936
GH81-22423A ,A/S PROTECTOR FILM- MAIN UB FILM
GH82-33392A,"A/S REPAIR KIT-B/C(COMM),SM-S928;SM-S928"
GH81-24925A,"A/S-REPAIR KIT-DISPLAY+DECO,SM-F936,"
GH82-32951A,"SVC SCREEN ASSY-MAIN UB, SM-F731"
GH02-25258A,TAPE DOUBLE FACE-PSA HINGE PLATE
GH02-25432A,TAPE DOUBLE FACE-PSA MAIN UB FRONT MAIN
GH81-23919A,A/S-TAPE WP MAIN UB
GH02-25433A,TAPE DOUBLE FACE-PSA MAIN UB FRONT SUB
GH67-05590A,"RUBBER-DUST COVER;SM-F731U,SI,BLACK"
GH02-25235A,TAPE SPONGE-DUST SHEET
GH64-09141A,DECORATION-HOUSING CAP
GH98-48293A,ASSY DECO-FRONT TOP_ZA
GH98-48294A,ASSY DECO-FRONT BTM_ZA
GH82-33949A,SVC FRONT MODULE-FRAME(E/ZK)SM-F711
GH81-24931A,"A/S-REPAIR KIT-DISPLAY+DECO,SM-F721,"
GH82-31888A,"SVC PBA-MAIN(COMM), SM-F731B_512GB , EUB"
GH81-23924A,A/S-TAPE MAIN WINDOW
GH82-33305C,"A/S CH SET-SM-R510,VARTA,LV,(RIGHT)"
GH81-24171A,SVC JIG-UB_F731 MAIN UB ATTACH CS
GH81-25687A,SVC JIG-UB_A356 UB ALL PRESS_CS_V1.0
GH81-25686A,SVC JIG-UB_A556 UB ALL PRESS_CS_V1.0
GH96-14283A,ASSY METAL FRONT UNIT-SUB_USA_ZK
GH02-17785A,TAPE DOUBLE FACE-BACK GLASS WP OUT;SM-G9
GH82-33949D,"SVC FRONT MODULE-FRAME (E/LV) , SM-F711B"
GH81-24928A,"A/S-REPAIR KIT-DISPLAY+DECO,SM-F731,"
GH02-24129A,TAPE DOUBLE FACE-MAIN WINDOW
GH96-15397B,"ASSY US FP-SM-A236U,WHITE"
GH81-20999A,SVC JDM PBA-MAIN(LA)_DS_SM-A226/4_128
GH98-47663B,ASSY CASE METAL-HINGE HOUSING
GH82-33949B,"SVC FRONT MODULE-FRAME (E/ZE) , SM-F711B"
GH81-24926A,"A/S-REPAIR KIT-DISPLAY+DECO,SM-F946,"
GH81-24927A,"A/S-REPAIR KIT-DISPLAY+DECO,SM-F926,"
GH81-24939A,"A/S-REPAIR KIT-DISPLAY+DECO,SM-F711,"
GH82-32901A,SVC FRONT MODULE-FRAME(E/ZA)SM-F721
GH82-12925A,SVC COVER ASSY-DECORATION GLASS_REAR_CAN
GH81-12712N,"SVC JIG-COTTIN SWAB;1058596600,SM-G920F,"
GH81-12712S,SVC JIG-PRESSURE RUBBER+CARD RING SET;11
GH39-02079A,DATA LINK CABLE-EP-DN980BWE
GH82-31320C,"SVC ASSY SMT-OCTA(E/LV/PF)SM-G781B,EUA,D"
GH97-28835A,MEA FRONT-BT
GH59-15497A,KEY FPCB-SIDE_SM-G990U
GH82-33951A,SVC FRONT MODULE-FRAME(E/ZK)SM-F926
GH98-46203B,ASSY KEY-PWR_ZV
GH96-15008D,ASSY METAL FRONT UNIT-OPEN_ID
GH98-47137B,ASSY SIM TRAY-SINGLE_DARK RED(DR)
GH82-27449B,SVC COVER ASSY-B/G_S908_DR_SEA
GH82-32901B,SVC FRONT MODULE-FRAME(E/LV)SM-F721
GH82-23678B,"SVC LCD ASSY-OCTA KIT(E/ZN/PF)N981U,CCT"
GH96-13569A,ASSY CAMERA-12M AF/64M AF (SM-N981U)
GH97-25049B,MEA BACK COVER-OPEN_ZN
GH81-23300A,SVC JDM-FINGERPRINT_ SM-A146_ZS_SVC
GH81-23273A,SVC JDM-FPCB_SIDE KEY_SM-A146
GH82-14083C,SVC COVER ASSY-B/GLASS
GH97-20399A,"SVC IF PBA-CS,IF SUB PBA"
GH82-24085A,"SVC PBA-MAIN(SEA)SM-T970N/256,8GB,XAR,"
GH96-11278A,ASSY SUB PBA-SUB RFPCB ASS'Y
GH02-22867A,TAPE GASKET-SWEEPER FRONT
GH96-16577B,ASSY STYLUS PEN-ZK_S928U
GH02-25655A,TAPE DOUBLE FACE-S-PEN COVER
GH81-24823A,A/S-TAPE BG WP
GH82-29698B,"SVC CAM DECO ASSY-SM-F936,ZA"
GH82-33086A,SVC CASE ASSY-FRONT+BATT(E/ZA)SM-F721W
GH82-32901C,SVC FRONT MODULE-FRAME(E/ZD)SM-F721
GH82-31328A,"SVC ASSY SMT-OCTA(E/ZB/PF)SM-G780F,11D"
GH81-24122A,A/S-TAPE WP MAIN WINDOW
GH82-33114B,"SVC FRONT MODULE-FRAME(E/ZE),SM-F946"
GH82-31828A,"SVC ASSY SMT-OCTA(SVC/E/ZA/PF)F731B, EUB"
GH82-33544A,"A/S REPAIR KIT-OLED(COMM),SM-S928;SM-S92"
GH82-33398B,"SVC LCD ASSY-OCTA KIT(E/ZK,LB,LG)S928B ,"
GH96-16577A,ASSY STYLUS PEN-ZT_S928U
GH82-28010A,SVC PBA-MAIN(SVC/COMM)SM-X900_512GB_EUB
GH82-29475A,"SVC PBA-MAIN(TIWN),SM-F7210_128GB,BRI"
GH81-19648A,SVC JDM-ETC_SCREW M1.0X2.5X5.5X0.5
GH82-33385A,SVC SCREEN ASSY-OLED(SVC/COM)6.8WQHD+928
GH81-24888A,A/S-TAPE BACK COVER ALL
GH96-14755D,ASSY METAL FRONT UNIT-SUB-OPEN_ID
GH82-31754A,"SVC PBA-MAIN(COMM),SM-R955,16GB"
0201-003930,ADHESIVE-STR
GH82-33492A,SVC COVER ASSY-B/C_A156_ZK_UKCA
GH82-33492H,SVC COVER ASSY-B/C_A155_ZB_UKCA
GH82-32901D,SVC FRONT MODULE-FRAME(E/LB)SM-F721
GH82-32743A,"SVC ASSY SMT-LCD(M/ZA),SM-X516"
GH82-31843C,"SVC ASSY SMT-OCTA(SVC/E/LB/PF),SM-F946"
GH96-16303A,ASSY CAMERA-WIDE_S928B
GH82-31199A,"SVC PBA-MAIN(SVC/COMM),SM-A346B_128/6"
GH82-29056E,"SVC ASSY SMT-OCTA(E/ZR/PF)G781B,11C"
GH82-31329C,"SVC ASSY SMT-OCTA(SVC/E/LV/PF)G780F,11D"
GH02-15819A,TAPE DOUBLE FACE-CAM WINDOW WP
GH81-26105A,SVC JIG-UB_C20A BONDING MACHINE V2;Z0000
GH82-31828D,"SVC ASSY SMT-OCTA(SVC/E/LG/PF)F731B, EUB"
GH82-33133C,"SVC FRONT MODULE-FRAME(E/LI),SM-F731"
GH96-16497A,IF SUB PBA ASSY-SM_S928B
GH82-33391A,"SVC IF PBA-IF FPCB PREBENDING,SM-S928"
GH98-46665A,ASSY BRACKET-FRONT_OPEN
GH82-31659A,SVC COVER ASSY-REAR_R950_COMM1_VN
GH82-33951B,SVC FRONT MODULE-FRAME(E/ZG)SM-F926B
 GH82-26235A,
GH02-24457A,TAPE INSULATION-CTC HINGE HOUSING V2
GH98-48068A,ASSY CASE-FRONT SUB_ZK
GH96-14192A,ASSY METAL FRONT UNIT-OPEN_ZK
GH82-33215A,"SVC ASSY SMT-OCTA(SVC/E/ZK),SM-A256B"
GH82-33217A,"SVC BATT ASSY-EB-BA546ABY,4905,30,A256"
GH82-33213A,"SVC PBA-MAIN(SVC/COMM),SM-A256B,128_6GB"
GH96-16227A,IF SUB PBA ASSY-SM-A256B
GH82-33218A,"SVC IF PBA-CTC FPCB PREBENDING,SM-A256"
GH82-33053D,SVC COVER ASSY-B/C_A256_COM(UKCA)_ZB
GH82-33219D,"SVC OPTION SUB-REAR+SPK ASSY(ZB),SM-A256"
GH82-33005A,A/S ASSY-FKM HOLE STRAP GRAPHITE
GH82-32854A,"SVC ASSY SMT-OCTA(E/ZA),SM-S711B"
GH82-32860A,"SVC BATT ASSY-EB-BS711ABY,4370,30,SMS711"
GH96-16217A,IF SUB PBA ASSY-SM-S711B
GH02-25656A,TAPE DOUBLE FACE-BG WP V2
GH82-32857A,"SVC FRONT MODULE-FRONT(COMM/ZA),SM-S711B"
"GH82-32856A	""""",
GH82-32856A,"SVC SCREEN ASSY-OLED-6.4"" FHD+,SM-S711B"
GH82-33170A,"A/S REPAIR KIT-OLED(COMM),SM-S711;SM-S71"
GH82-31312B,"SVC FRONT MODULE-FRONT(COM/ZS),SM-A346"
GH96-15023A,ASSY US FP-BIOMETRIC FINGER PRINT
GH81-24920A,SVC JIG-UB_OPEN CLAMPING_TOP FOR FOLD_CS
GH81-25052A,SVC JIG-UB_OPEN CLAMPING_BTM_FOLD_CS_V2
GH81-24916A,SVC JIG-UB_F926 MAIN UB L PRESS PAD_CS
GH81-24917A,SVC JIG-UB_F926 MAIN UB R PRESS PAD_CS
GH81-24918A,SVC JIG-UB_F926 FRONT DECO PRESS PAD_CS
GH81-25062A,SVC JIG-UB_F926 OPEN CLAMPING_BTM_CS_V2
GH81-25063A,SVC JIG-UB_F926 UB PRESS_CLAMPING BTM_CS
GH81-24914A,SVC JIG-UB_F946 UB PRESS_CLAMP BTM_CS_V2
GH81-24756A,SVC JIG-UB_OPEN CLAMPING_TOP FOR FLIP_CS
GH81-24921A,SVC JIG-UB_OPEN CLAMP_BTM FOR FLIP_CS_V2
GH81-24165A,SVC JIG-UB_F711 MAIN UB PRESS 1 PAD_CS
GH81-24166A,SVC JIG-UB_F711 MAIN UB PRESS 2 PAD_CS
GH81-24167A,SVC JIG-UB_F711 FRONT DECO PRESS PAD_CS
GH81-25053A,SVC JIG-UB_F711 UB PRESS WITH BG BTM
GH81-25051A,SVC JIG-UB_F711 OPEN CLAMPING_BTM_CS
GH81-22878A,SVC JIG-UB-F721_FRONT DECO CLAMPI BTM
GH81-25064A,SVC JIG-UB_F721 UB PRESS WITH BG BTM
GH81-24168A,SVC JIG-UB_F731 MAIN UB PRESS 1 PAD_CS
GH81-24169A,SVC JIG-UB_F731 MAIN UB PRESS 2 PAD_CS
GH81-24170A,SVC JIG-UB_F731 FRONT DECO PRESS PAD_CS
GH81-24443A,SVC JIG-UB_F731 DECO CLAMPING JIG - BTM
GH81-25065A,SVC JIG-UB_F731 UB PRESS WITH BG BTM
GH81-21117A,SVC JIG-BONDING HOT MELT PART;SVC JIG
GH81-22253A,"SVC JIG-UB_LASER MODULE;Z0000001-317667,"
GH81-24913A,SVC JIG-UB_F936 UB PRESS_CLAMP BTM_CS_V2
GH82-28160A,"SVC PBA-MAIN(COMM)SM-A536E_128/6,SER"
GH82-28135A,SVC COVER ASSY-B/C_A536_ZK_CIS_VN
GH81-26029A,SVC JDM OCTA-ASSY(E/ZA)_RCV_SM-T225_NEW
GH82-33081,
GH82-33638A,"SVC ASSY SMT-OCTA(SVC/E/ZK),SM-A156"
GH82-31321B,"SVC ASSY SMT-OCTA(SVC/E/ZW/PF)G781B,EUED"
GH82-33304C,"A/S CH SET-SM-R510,VARTA,LV,(LEFT)"
GH81-26031A,SVC JDM OCTA-ASSY(E/ZA)_WIFI_SM-T220_NEW
GH82-33637A,"SVC ASSY SMT-OCTA(E/ZK),SM-A156"
GH81-24067A,A/S-TAPE BACK COVER
GH96-14755A,ASSY METAL FRONT UNIT-SUB-OPEN_ZK
GH96-14116G,"ASSY LCD-6.5"" HD+ A127F BLK WO L AG"
Gh82-31185A,"SVC ASSY SMT-OCTA(E/ZK),SM-A145F"
GH82-33214A,"SVC ASSY SMT-OCTA(E/ZK),SM-A256B"
"GH82-25123A	",
GH96-16577A?,
GH98-48962A,ASSY SIM TRAY-E3_TI_DUAL_ZT/ZV/ZO
GH63-15749B,COVER-NANO_SIM-SINGER_ZV
GH98-25480A,ASSY STYLUS PEN-KONA S PEN
GH96-15658D,ASSY STYLUS PEN-SM-S918_LIGHT PINK / LI
GH98-41821A,ASSY STYLUS PEN-SM-W627_ZK
GH81-23395A,SVC JDM-COVER BACK_MEA_SM-A146_ZK
GH81-23315A,SVC JDM OCTA-ASSY(E/BLK)SM-A146
GH98-48665B,ASSY SIM TRAY-DS_SILVER
GH82-33133D,"SVC FRONT MODULE-FRAME(E/LG),SM-F731"
GH98-43266A,ASSY RUBBER-UB SEALING
GH82-33332A,SVC SCREEN ASSY-OLED(SVC/COM)6.7QHD+S926
GH81-26032A,SVC JDM OCTA-ASSY(E/ZS)_WIFI_SM-T220_NEW
GH82-33081C,"SVC FRONT MODULE-FRAME ASSY(E/ZE),F936"
GH44-03100A,ADAPTOR-EP-TA845
GH82-32853A,"SVC PBA-MAIN(COMM),SM-S711B,128/8GB"
GH82-33399B,"SVC FRONT MODULE-FRONT(ZK),SM-S928B"
GH82-33399A,"SVC FRONT MODULE-FRONT(ZT),SM-S928B"
GH82-33431A,"SVC PBA-MAIN(COMM),SM-S926B_12+512GB,EUB"
GH96-16542A,IF SUB PBA ASSY-SM-S926B
GH82-33522A,"A/S REPAIR KIT-OLED(COMM),SM-S926;SM-S92"
GH82-24675A,"SVC PBA-MAIN(CNDA)SM-G998W_128GB,XAC;SM-"
GH82-33639A,"SVC BATT ASSY-EB-BA156ABY,4900,30,A156"
GH82-33647E,"SVC OPTION SUB-REAR+SPK ASSY(ZK),SM-A155"
GH96-16630A,IF SUB PBA ASSY-SM-A156E
GH98-48940E,ASSY SIM TRAY-DS LTE_ZK
GH81-26108A,SVC JIG-UB_METAL NEEDLE_24G-B
GH82-33349D,SVC COVER ASSY-B/G_S928_ZV_UKCA
GH81-23046A,SVC JDM-ASSY COVER_B_GLOBAL_SM-A042
GH81-18209A,SVC JDM OCTA-ASSY(E/BLK)_SM-A015F
GH81-24189A,SVC JDM OCTA-ASSY(E/BLK)SM-A055
GH81-24364A,SVC JDM OCTA-ASSY(EUR)SM-A057G_SVC
GH82-31184A,
GH81-17774A,SVC JDM OCTA-ASSY(E/BLK)SM-A207
GH82-34224A,SVC SCREEN ASSY-OLED(SVC/COM)6.6FHD+A356
GH82-34221A,"SVC ASSY SMT-OCTA(E/ZK),SM-A356B"
GH96-15168A,ASSY OCTA PAD-SM-A536
GH82-34308A,SVC SCREEN ASSY-OLED(SVC/COM)6.6FHD+A556
GH97-21878A,SVC ASSY SMT-OCTA(E/BLK)
GH82-25624A,
GH82-25624D,"SVC ASSY SMT-OCTA(SVC/E/ZW/PF)A725F,XID"
GH82-28884A,
GH82-33685A,"SVC ASSY SMT-LCD(E/ZK),SM-G556"
GH82-15994A,SVC LCD ASSY-OCTA KIT(E/BLK);SM-G960U;SM
GH96-13942A,"ASSY OLED-6.2"" FHD+ UB G991U BLK WO L GG"
GH97-20736A,SVC ASSY SMT-OCTA(E/BLACK)SM-J730FM
GH97-20736C,SVC ASSY SMT-OCTA(E/GOLD)SM-J730F
GH82-22509A,"SVC ASSY SMT-OCTA(E/ZK)SM-M215,INS,AS"
GH82-19347A,"SVC ASSY SMT-OCTA(E/ZB),SM-M305F,INS,SVC"
GH82-21266A,"SVC ASSY SMT-OCTA(SVC/E/ZK)SM-M307F,XID"
GH81-13736A,
GH82-24168A,
GH82-33286A,SVC SCREEN ASSY-OLED(SVC/COM)6.2FHD+S921
GH82-18849D,
GH82-20900D,
GH82-25624C,
GH82-18682A,"SVC ASSY SMT-LCD(E/DA),SM-M205F,SVC"
GH82-25249A,"SVC ASSY SMT-LCD(E/ZK)SM-A022F,XME,SVC"
GH97-20736B,SVC ASSY SMT-OCTA(E/SIL)SM-J730F
GH82-34683A,"SVC ASSY SMT-OCTA(E/DB),SM-M156"
GH97-18792B,"SVC ASSY SMT-OCTA,(E/BLACK),SM-J5108"
GH82-25624B,
GH82-34221C,"SVC ASSY SMT-OCTA(E/LV),SM-A356B;SM-A356"
GH82-34221B,"SVC ASSY SMT-OCTA(E/LB),SM-A356B"
GH82-18843B,"SVC LCD ASSY-OCTA KIT(E/ZW/PF)G970F,SVC"
GH82-31347A,"SVC ASSY SMT-OCTA(E/DB),SM-M146B"
GH82-18852D,
GH97-20736D,SVC ASSY SMT-OCTA(E/PINK)SM-J730F
GH81-25791A,SVC JDM OCTA-ASSY(E/BLK)SM-M556_SVC
GH97-22145A,SVC ASSY SMT-OCTA(E/BLK)
GH82-28884C,
GH82-23511A,"SVC ASSY SMT-OCTA(SVC/E/ZK/PF)N985F,XID"
GH82-28961D,SVC COVER ASSY-REAR_A136_ZW_UKCA
GH81-26344A,SVC JIG-WINDOW PRESS PAD_B6
GH81-26345A,SVC JIG-MAIN UB FILM STAGE_B6
GH81-26347A,SVC JIG-WINDOW PRESS PAD_Q6
GH81-26349A,SVC JIG-DISASSEMBLE JIG_BACK GLASS_Q6
GH81-26348A,SVC JIG-MAIN UB FILM STAGE_Q6
GH81-26351A,SVC JIG-SUB UB DISASSEMBLY STICK_Q6
GH82-33219A,"SVC OPTION SUB-REAR+SPK ASSY(ZK),SM-A256"
GH82-33053A,SVC COVER ASSY-B/C_A256_COM(UKCA)_ZK
GH96-14755C,ASSY METAL FRONT UNIT-SUB-OPEN_ZG
GH81-25914A,"A/S-BATTERY(BATT1),G9880,22272A"
GH82-33287A,"SVC ASSY SMT-OCTA(E/ZK),SM-S921B"
GH82-33290A,"SVC BATT ASSY-EB-BS921ABE,3885,30SM-S921"
GH98-48906A,ASSY SIM TRAY-DUAL_ZK
GH82-33295A,"A/S REPAIR KIT-OLED(COMM),SM-S921;SM-S92"
GH82-33284A,"SVC PBA-MAIN(COMM),SM-S921B,128/8GB"
GH82-33101A,SVC COVER ASSY-B/G_S921_ZK_UKCA
GH02-15988A,TAPE SPONGE-BATT
GH96-16298A,"ASSY VT CAMERA-1/3.2""_12M(SM-S921U)"
GH82-33418A,"SVC FRONT MODULE-FRONT(ZK),SM-S921B"
GH96-15528A,ASSY CAMERA-12M CMOS
GH82-33101F,SVC COVER ASSY-B/G_S921_LB_UKCA
GH82-33287F,"SVC ASSY SMT-OCTA(E/LB),SM-S921B"
GH98-48906F,ASSY SIM TRAY-DUAL_LB
GH82-33418F,"SVC FRONT MODULE-FRONT(LB),SM-S921B"
GH82-33418G,"SVC FRONT MODULE-FRONT(ZO),SM-S921B"
GH82-33287G,"SVC ASSY SMT-OCTA(E/ZO),SM-S921B"
GH82-33101G,SVC COVER ASSY-B/G_S921_ZO_UKCA
GH98-48906G,ASSY SIM TRAY-DUAL_ZO
GH96-15132C,ASSY METAL FRONT UNIT-SVC_S906(OPEN)_ZG
GH82-33418B,"SVC FRONT MODULE-FRONT(ZA),SM-S921B"
GH82-33101B,SVC COVER ASSY-B/G_S921_ZA_UKCA
GH82-33287B,"SVC ASSY SMT-OCTA(E/ZA),SM-S921B"
GH82-33790A,"SVC PBA-MAIN(COMM),SM-A156B,4+128GB"
GH81-24142A,A/S-MAIN WINDOW SVC X616B
GH81-26106A,SVC JIG-UB_HOT MELT PART V2
GH82-31321C,"SVC ASSY SMT-OCTA(SVC/E/LV/PF)G781B,EUED"
GH82-31328E,"SVC ASSY SMT-OCTA(E/ZR/PF)SM-G780F,11D"
GH82-30659A,"SVC BATT ASSY-EB-BA146ABY,4900,30,A146"
GH96-15779A,"ASSY SUB PBA-IF,SM-A145F"
GH42-06961A,ANTENNA-MAIN_SM-A145
GH02-24615A,TAPE SPONGE-INNER BTM SPK SEALING
GH82-33647H,"SVC OPTION SUB-REAR+SPK ASSY(ZB),SM-A155"
GH82-33334A,"SVC BATT ASSY-EB-BS926ABY,4755,30SM-S926"
GH82-33408A,"SVC PBA-MAIN(COMM),SM-S926B,12+256GB"
GH97-29408A,MEA ANTENNA-MID
GH81-26143A,SVC JIG-B5 CTC TEST SET
GH81-26142A,SVC JIG-B4 CTC TEST SET
GH81-26373A,SVC JIG-B2 CTC TEST SET
GH82-33640A,"SVC IF PBA-CTC FPCB PREBENDING,SM-A156"
GH82-33647G,"SVC OPTION SUB-REAR+SPK ASSY(ZY),SM-A155"
GH42-06981A,ANTENNA COIL-WPC/MST/NFC_F731U
GH81-23063A,SVC JDM-ETC_SCREW_M1.4X3.5_SM-A042_BLK
GH82-33791A,"SVC PBA-MAIN(SVC/COMM),SM-A156B,4+128GB"
GH82-33641A,"SVC OPTION SUB-REAR+SPK ASSY(ZK),SM-A156"
GH81-23281A,SVC JDM-CABLE COAXIAL SM-A146_BLACK_SVC
GH81-23280A,SVC JDM-CABLE COAXIAL SM-A146_WHITE_SVC
GH81-23276A,SVC JDM-MOTOR_SM-A146_SVC
GH81-23275A,SVC JDM-RECEIVER_SM-A146_SVC
GH81-23292A,SVC JDM-TAPE RECEIVER_SM-A146_SVC
GH82-30395A,SVC COVER ASSY-B/G_S918_ZK_SEA
GH96-13941A,ASSY SUB PBA-FPCB_SM-G991U
GH82-31321E,"SVC ASSY SMT-OCTA(SVC/E/ZR/PF)G781B,EUED"
GH81-26397A,SVC JIG-UB_F956 MAIN UB ATTACH CS
GH81-26399A,SVC JIG-UB_F956 UB PRESS BTM
GH81-26400A,SVC JIG-UB_FOLD OPEN CLAMPING BASE_UPPER
GH81-26401A,SVC JIG-UB_FOLD OPEN CLAMPING BASE_LOWER
GH81-26402A,SVC JIG-UB_F956 OPEN CLAMPING BASE_DUMMY
GH81-15119A,"SVC JIG-SILICON HEATER LOWER;1190527300,"
GH97-28837A,MEA FRONT-BT
GH82-31320E,"SVC ASSY SMT-OCTA(E/ZR/PF)SM-G781B,EUA,D"
GH82-24534A,"SVC PBA-MAIN(SEA)SM-G991U_128GB,VZW"
GH96-13971A,"ASSY VT CAMERA-1/3"" 10M,SM-G996U"
GH82-31544A,SVC CASE ASSY-FRONT+BATT(USA/ZA)SM-G991U
GH82-31635A,SVC COVER ASSY-REAR_R955F_COMM1_VN
GH82-33390A,"SVC IF PBA-UB FPCB PREBENDING,SM-S928"
GH42-06952A,ANTENNA COIL-NFC/MST/WPC_S918U
GH82-33114A,"SVC FRONT MODULE-FRAME(E/ZK),SM-F946"
GH96-16577A?,
GH82-20528F,SVC COVER ASSY-B/G
GH82-21972C,SVC COVER ASSY-B/G;COMM1_ZR_N770F_VN;SM-
GH82-25427B,SVC COVER ASSY-B/G_COMM1_A525_ZB
